palabra,sentimiento,word
murmurar,negativo,mutter
mutuo,positivo,mutual
bozal,miedo,muzzle
bozal,negativo,muzzle
miopía,enfado,myopia
miopía,negativo,myopia
miopía,tristeza,myopia
misterioso,anticipación,mysterious
misterioso,miedo,mysterious
misterioso,sorpresa,mysterious
misterio,anticipación,mystery
misterio,sorpresa,mystery
místico,sorpresa,mystic
coger,negativo,nab
coger,sorpresa,nab
nadir,negativo,nadir
rocín,enfado,nag
rocín,negativo,nag
ingenuo,negativo,naive
sin nombre,asco,nameless
sin nombre,negativo,nameless
siesta,alegría,nap
siesta,positivo,nap
servilleta,tristeza,napkin
pañal,asco,nappy
pañal,negativo,nappy
narcótico,negativo,narcotic
naciente,anticipación,nascent
asqueroso,enfado,nasty
asqueroso,asco,nasty
asqueroso,miedo,nasty
asqueroso,negativo,nasty
asqueroso,tristeza,nasty
nación,confianza,nation
naturalista,positivo,naturalist
travieso,negativo,naughty
náusea,asco,nausea
náusea,negativo,nausea
nauseabundo,asco,nauseous
nauseabundo,negativo,nauseous
nauseabundo,tristeza,nauseous
navegable,anticipación,navigable
navegable,positivo,navigable
navegador,anticipación,navigator
navegador,confianza,navigator
no,negativo,nay
pulcramente,positivo,neatly
necesidad,tristeza,necessity
néctar,positivo,nectar
necesario,negativo,needful
aguja,positivo,needle
necesitado,negativo,needy
vil,asco,nefarious
vil,miedo,nefarious
vil,negativo,nefarious
vil,tristeza,nefarious
vil,sorpresa,nefarious
negación,enfado,negation
negación,negativo,negation
negativo,negativo,negative
negativo,tristeza,negative
negligencia,negativo,neglect
descuidado,enfado,neglected
descuidado,asco,neglected
descuidado,negativo,neglected
descuidado,tristeza,neglected
descuidando,negativo,neglecting
negligencia,negativo,negligence
negligente,negativo,negligent
negligentemente,negativo,negligently
negociar,positivo,negotiate
negociar,confianza,negotiate
negociador,positivo,negotiator
negro,negativo,negro
negro,tristeza,negro
vecino,anticipación,neighbor
vecino,positivo,neighbor
vecino,confianza,neighbor
barrio,anticipación,neighborhood
nepotismo,enfado,nepotism
nepotismo,asco,nepotism
nepotismo,negativo,nepotism
nepotismo,tristeza,nepotism
nervio,positivo,nerve
nervioso,anticipación,nervous
nervioso,miedo,nervous
nervioso,negativo,nervous
nerviosismo,miedo,nervousness
nido,confianza,nest
hacerse un nido,positivo,nestle
hacerse un nido,confianza,nestle
inferior,enfado,nether
inferior,miedo,nether
inferior,negativo,nether
inferior,tristeza,nether
ortiga,enfado,nettle
ortiga,asco,nettle
ortiga,negativo,nettle
red,anticipación,network
neuralgia,miedo,neuralgia
neuralgia,negativo,neuralgia
neuralgia,tristeza,neuralgia
neurosis,miedo,neurosis
neurosis,negativo,neurosis
neurosis,tristeza,neurosis
neurótico,asco,neurotic
neurótico,miedo,neurotic
neurótico,negativo,neurotic
neutral,anticipación,neutral
neutral,confianza,neutral
neutralidad,confianza,neutrality
recién llegado,miedo,newcomer
recién llegado,sorpresa,newcomer
nicotina,asco,nicotine
nicotina,negativo,nicotine
negro,negativo,nigger
pesadilla,miedo,nightmare
pesadilla,negativo,nightmare
nihilismo,negativo,nihilism
nobleza,anticipación,nobility
nobleza,positivo,nobility
nobleza,confianza,nobility
noble,positivo,noble
noble,confianza,noble
noble,positivo,nobleman
noble,confianza,nobleman
ruido,negativo,noise
ruidoso,enfado,noisy
ruidoso,negativo,noisy
nominación,positivo,nomination
incumplimiento,enfado,noncompliance
incumplimiento,anticipación,noncompliance
incumplimiento,miedo,noncompliance
incumplimiento,negativo,noncompliance
incumplimiento,tristeza,noncompliance
disparates,negativo,nonsense
absurdo,negativo,nonsensical
absurdo,tristeza,nonsensical
lazo,negativo,noose
lazo,tristeza,noose
normalidad,positivo,normality
nariz,asco,nose
Incapaz,alegría,notable
Incapaz,positivo,notable
Incapaz,confianza,notable
notables,positivo,notables
notario,confianza,notary
célebre,positivo,noted
insignificancia,negativo,nothingness
insignificancia,tristeza,nothingness
notificación,anticipación,notification
noción,positivo,notion
notoriedad,enfado,notoriety
notoriedad,asco,notoriety
notoriedad,miedo,notoriety
notoriedad,negativo,notoriety
notoriedad,positivo,notoriety
alimento,positivo,nourishment
nocivo,asco,noxious
nocivo,miedo,noxious
nocivo,negativo,noxious
molestia,enfado,nuisance
molestia,negativo,nuisance
nula,negativo,nul
anular,negativo,nullify
anular,sorpresa,nullify
entumecido,negativo,numb
números,positivo,numbers
entumecimiento,negativo,numbness
entumecimiento,tristeza,numbness
monja,negativo,nun
monja,confianza,nun
enfermera,positivo,nurse
enfermera,confianza,nurse
guardería,alegría,nursery
guardería,positivo,nursery
guardería,confianza,nursery
nutrir,enfado,nurture
nutrir,anticipación,nurture
nutrir,asco,nurture
nutrir,miedo,nurture
nutrir,alegría,nurture
nutrir,positivo,nurture
nutrir,confianza,nurture
nutritivo,positivo,nutritious
nutritivo,tristeza,nutritious
zoquete,negativo,oaf
roble,positivo,oak
oasis,anticipación,oasis
oasis,alegría,oasis
oasis,positivo,oasis
oasis,confianza,oasis
juramento,positivo,oath
juramento,confianza,oath
obediencia,positivo,obedience
obediencia,confianza,obedience
obeso,asco,obese
obeso,negativo,obese
obesidad,asco,obesity
obesidad,negativo,obesity
obesidad,tristeza,obesity
obedecer,miedo,obey
obedecer,confianza,obey
obi,asco,obi
obi,miedo,obi
obi,negativo,obi
obit,negativo,obit
obit,tristeza,obit
obit,sorpresa,obit
obituario,negativo,obituary
obituario,tristeza,obituary
objeción,enfado,objection
objeción,negativo,objection
objetable,negativo,objectionable
objetivo,anticipación,objective
objetivo,positivo,objective
objetivo,confianza,objective
obligar,negativo,oblige
obligar,confianza,oblige
servicial,enfado,obliging
servicial,anticipación,obliging
servicial,asco,obliging
servicial,miedo,obliging
servicial,alegría,obliging
servicial,positivo,obliging
servicial,sorpresa,obliging
servicial,confianza,obliging
obligado,miedo,obligor
obligado,negativo,obligor
obliterar,enfado,obliterate
obliterar,miedo,obliterate
obliterar,negativo,obliterate
obliterar,tristeza,obliterate
borrado,enfado,obliterated
borrado,miedo,obliterated
borrado,negativo,obliterated
obliteración,miedo,obliteration
obliteración,negativo,obliteration
obliteración,tristeza,obliteration
olvido,enfado,oblivion
olvido,miedo,oblivion
olvido,negativo,oblivion
desagradable,enfado,obnoxious
desagradable,asco,obnoxious
desagradable,negativo,obnoxious
desagradable,tristeza,obnoxious
obsceno,asco,obscene
obsceno,negativo,obscene
obscenidad,enfado,obscenity
obscenidad,asco,obscenity
obscenidad,negativo,obscenity
oscuridad,negativo,obscurity
observador,positivo,observant
obstáculo,enfado,obstacle
obstáculo,miedo,obstacle
obstáculo,negativo,obstacle
obstáculo,tristeza,obstacle
obstetra,confianza,obstetrician
obstinado,negativo,obstinate
obstruir,enfado,obstruct
obstruir,miedo,obstruct
obstruir,negativo,obstruct
obstrucción,negativo,obstruction
obstructivo,enfado,obstructive
obstructivo,negativo,obstructive
asequible,alegría,obtainable
asequible,positivo,obtainable
obtuso,negativo,obtuse
obvio,positivo,obvious
obvio,confianza,obvious
ocasional,sorpresa,occasional
oculto,asco,occult
oculto,miedo,occult
oculto,negativo,occult
ocupante,positivo,occupant
ocupante,confianza,occupant
ocupación,positivo,occupation
ocupar,positivo,occupy
pulpo,asco,octopus
rareza,asco,oddity
rareza,negativo,oddity
rareza,tristeza,oddity
rareza,sorpresa,oddity
odioso,enfado,odious
odioso,asco,odious
odioso,miedo,odious
odioso,negativo,odious
olor,negativo,odor
ofender,enfado,offend
ofender,asco,offend
ofender,negativo,offend
ofendido,enfado,offended
ofendido,negativo,offended
ofendido,tristeza,offended
delincuente,enfado,offender
delincuente,asco,offender
delincuente,miedo,offender
delincuente,negativo,offender
delincuente,tristeza,offender
ofensa,enfado,offense
ofensa,asco,offense
ofensa,miedo,offense
ofensa,negativo,offense
ofensa,tristeza,offense
ofensiva,enfado,offensive
ofensiva,asco,offensive
ofensiva,negativo,offensive
oferta,positivo,offer
ofrecimiento,confianza,offering
de improviso,negativo,offhand
oficial,positivo,officer
oficial,confianza,officer
oficial,confianza,official
lontananza,negativo,offing
compensar,anticipación,offset
compensar,positivo,offset
vástago,positivo,offshoot
ogro,asco,ogre
ogro,miedo,ogre
ogro,negativo,ogre
más viejo,tristeza,older
olfativo,anticipación,olfactory
olfativo,negativo,olfactory
oligarquía,negativo,oligarchy
presagio,anticipación,omen
presagio,miedo,omen
presagio,negativo,omen
ominoso,anticipación,ominous
ominoso,miedo,ominous
ominoso,negativo,ominous
omitir,negativo,omit
omnipotencia,miedo,omnipotence
omnipotencia,negativo,omnipotence
omnipotencia,positivo,omnipotence
omnisciente,positivo,omniscient
omnisciente,confianza,omniscient
oneroso,enfado,onerous
oneroso,negativo,onerous
oneroso,tristeza,onerous
en marcha,anticipación,ongoing
comienzo,anticipación,onset
carga,negativo,onus
rezumar,asco,ooze
rezumar,negativo,ooze
opaco,negativo,opaque
franqueza,positivo,openness
ópera,enfado,opera
ópera,anticipación,opera
ópera,miedo,opera
ópera,alegría,opera
ópera,positivo,opera
ópera,tristeza,opera
ópera,sorpresa,opera
ópera,confianza,opera
operístico,negativo,operatic
operación,miedo,operation
operación,confianza,operation
opiáceo,negativo,opiate
dogmático,enfado,opinionated
dogmático,negativo,opinionated
opio,enfado,opium
opio,asco,opium
opio,miedo,opium
opio,negativo,opium
opio,tristeza,opium
adversario,enfado,opponent
adversario,anticipación,opponent
adversario,asco,opponent
adversario,miedo,opponent
adversario,negativo,opponent
oportuno,alegría,opportune
oportuno,positivo,opportune
oportunidad,anticipación,opportunity
oportunidad,positivo,opportunity
oponerse a,negativo,oppose
opuesto,enfado,opposed
opuesto,miedo,opposed
opuesto,negativo,opposed
oposición,enfado,opposition
oposición,negativo,opposition
oprimir,enfado,oppress
oprimir,asco,oppress
oprimir,miedo,oppress
oprimir,negativo,oppress
oprimir,tristeza,oppress
opresión,enfado,oppression
opresión,asco,oppression
opresión,miedo,oppression
opresión,negativo,oppression
opresión,tristeza,oppression
opresivo,enfado,oppressive
opresivo,asco,oppressive
opresivo,miedo,oppressive
opresivo,negativo,oppressive
opresivo,tristeza,oppressive
opresor,enfado,oppressor
opresor,miedo,oppressor
opresor,negativo,oppressor
opresor,tristeza,oppressor
optimismo,anticipación,optimism
optimismo,alegría,optimism
optimismo,positivo,optimism
optimismo,sorpresa,optimism
optimismo,confianza,optimism
optimista,positivo,optimist
optimista,confianza,optimist
opción,positivo,option
Opcional,positivo,optional
oráculo,anticipación,oracle
oráculo,positivo,oracle
oráculo,confianza,oracle
oración,positivo,oration
orco,enfado,orc
orco,asco,orc
orco,miedo,orc
orco,negativo,orc
orquesta,enfado,orchestra
orquesta,alegría,orchestra
orquesta,positivo,orchestra
orquesta,tristeza,orchestra
orquesta,confianza,orchestra
ordenado,positivo,ordained
ordenado,confianza,ordained
ordalías,enfado,ordeal
ordalías,negativo,ordeal
ordalías,sorpresa,ordeal
ordenado,positivo,orderly
ordenanza,confianza,ordinance
ordenación,anticipación,ordination
ordenación,alegría,ordination
ordenación,positivo,ordination
ordenación,confianza,ordination
artillería,miedo,ordnance
artillería,negativo,ordnance
Organo,anticipación,organ
Organo,alegría,organ
orgánico,positivo,organic
organización,anticipación,organization
organización,alegría,organization
organización,positivo,organization
organización,sorpresa,organization
organización,confianza,organization
organizar,positivo,organize
organizado,positivo,organized
orgasmo,anticipación,orgasm
orgasmo,alegría,orgasm
orgasmo,positivo,orgasm
originalidad,positivo,originality
originalidad,sorpresa,originality
adornado,positivo,ornamented
florido,positivo,ornate
huérfano,miedo,orphan
huérfano,negativo,orphan
huérfano,tristeza,orphan
ortodoxia,confianza,orthodoxy
aparentemente,negativo,ostensibly
expulsar,enfado,oust
expulsar,negativo,oust
expulsar,tristeza,oust
explosión,enfado,outburst
explosión,miedo,outburst
explosión,alegría,outburst
explosión,negativo,outburst
explosión,positivo,outburst
explosión,tristeza,outburst
explosión,sorpresa,outburst
paria,asco,outcast
paria,miedo,outcast
paria,negativo,outcast
paria,tristeza,outcast
resultado,positivo,outcome
grito,enfado,outcry
grito,miedo,outcry
grito,negativo,outcry
grito,sorpresa,outcry
exceder,anticipación,outdo
exceder,positivo,outdo
anexo,asco,outhouse
anexo,negativo,outhouse
extravagante,negativo,outlandish
proscrito,negativo,outlaw
avanzada,miedo,outpost
atropello,enfado,outrage
atropello,asco,outrage
atropello,negativo,outrage
indignante,sorpresa,outrageous
forastero,miedo,outsider
excepcional,alegría,outstanding
excepcional,negativo,outstanding
excepcional,positivo,outstanding
hacia fuera,positivo,outward
ovación,negativo,ovation
ovación,tristeza,ovation
despótico,enfado,overbearing
despótico,negativo,overbearing
sobrecargar,negativo,overburden
nublado,negativo,overcast
exagerar,negativo,overdo
sobredosis,negativo,overdose
atrasado,anticipación,overdue
atrasado,negativo,overdue
atrasado,tristeza,overdue
atrasado,sorpresa,overdue
sobreestimar,sorpresa,overestimate
sobrestimado,negativo,overestimated
rebosar,negativo,overflow
descuidado,negativo,overgrown
lleno de alegría,alegría,overjoyed
lleno de alegría,positivo,overjoyed
sobrecarga,negativo,overload
sobrecarga,tristeza,overload
pagado en exceso,negativo,overpaid
dominar,negativo,overpower
abrumador,enfado,overpowering
abrumador,miedo,overpowering
abrumador,negativo,overpowering
sobrevalorado,enfado,overpriced
sobrevalorado,asco,overpriced
sobrevalorado,negativo,overpriced
sobrevalorado,tristeza,overpriced
vigilancia,negativo,oversight
abierto,miedo,overt
derrocamiento,anticipación,overthrow
derrocamiento,miedo,overthrow
derrocamiento,negativo,overthrow
obertura,anticipación,overture
anular,negativo,overturn
abrumar,negativo,overwhelm
abrumado,negativo,overwhelmed
abrumado,tristeza,overwhelmed
abrumador,positivo,overwhelming
debido,enfado,owing
debido,anticipación,owing
debido,asco,owing
debido,miedo,owing
debido,negativo,owing
debido,tristeza,owing
debido,confianza,owing
propiedad,positivo,ownership
oxidación,negativo,oxidation
Pacífico,positivo,pacific
pacto,confianza,pact
almohadilla,positivo,pad
relleno,positivo,padding
paleta,anticipación,paddle
paleta,positivo,paddle
dolor,miedo,pain
dolor,negativo,pain
dolor,tristeza,pain
